customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3413-BMNZE,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.25,45.25,0
6234-RAAPL,0,0,1,1,72,1,1,1,1,1,0,1,1,0,2,0,0,99.9000015258789,7251.7001953125,0
6047-YHPVI,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.69999694824219,316.8999938964844,1
6572-ADKRS,0,0,0,0,46,1,0,1,0,0,1,0,0,0,0,1,1,74.80000305175781,3548.300048828125,0
5380-WJKOV,1,0,0,0,34,1,1,1,0,1,1,0,1,1,0,1,2,106.3499984741211,3549.25,1
8168-UQWWF,0,0,0,0,11,1,1,1,0,0,1,0,1,1,0,1,0,97.8499984741211,1105.4000244140625,1
8865-TNMNX,1,0,1,1,10,1,0,0,0,1,0,0,0,0,1,0,3,49.54999923706055,475.70001220703125,0
9489-DEDVP,0,0,1,1,70,1,1,0,1,1,0,0,1,0,2,1,1,69.19999694824219,4872.35009765625,0
9867-JCZSP,0,0,1,1,17,1,0,2,0,0,0,0,0,1,1,0,3,20.75,418.25,0
4671-VJLCL,0,0,0,0,63,1,1,0,1,1,1,1,1,0,2,1,1,79.8499984741211,4861.4501953125,0
4080-IIARD,0,0,1,0,13,1,1,0,1,1,0,1,1,0,0,1,2,76.19999694824219,981.4500122070312,0
3714-NTNFO,0,0,0,0,49,1,1,1,0,0,0,0,0,1,0,1,2,84.5,3906.699951171875,0
5948-UJZLF,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,3,49.25,97.0,0
7760-OYPDY,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,2,80.6500015258789,144.14999389648438,1
7639-LIAYI,1,0,0,0,52,1,1,0,1,0,0,1,1,1,2,1,1,79.75,4217.7998046875,0
2954-PIBKO,0,0,1,1,69,1,1,0,1,0,1,1,0,0,2,1,1,64.1500015258789,4254.10009765625,0
8012-SOUDQ,0,1,0,0,43,1,1,1,0,1,0,0,1,0,0,1,2,90.25,3838.75,0
9420-LOJKX,0,0,0,0,15,1,0,1,1,1,0,0,1,1,0,1,1,99.0999984741211,1426.4000244140625,1
6575-SUVOI,0,1,1,0,25,1,1,0,1,0,0,1,1,0,0,1,1,69.5,1752.6500244140625,0
7495-OOKFY,0,1,1,0,8,1,1,1,0,1,0,0,0,0,0,1,1,80.6500015258789,633.2999877929688,1
4667-QONEA,0,1,1,1,60,1,0,0,1,1,1,1,0,1,1,1,1,74.8499984741211,4456.35009765625,0
1658-BYGOY,1,1,0,0,18,1,1,1,0,0,0,0,1,1,0,1,2,95.44999694824219,1752.550048828125,1
8769-KKTPH,0,0,1,1,63,1,1,1,1,0,0,0,1,1,1,1,1,99.6500015258789,6311.2001953125,0
5067-XJQFU,1,1,1,1,66,1,1,1,0,1,1,1,1,1,1,1,2,108.44999694824219,7076.35009765625,0
3957-SQXML,0,0,1,1,34,1,1,2,0,0,0,0,0,1,2,0,1,24.950000762939453,894.2999877929688,0
5954-BDFSG,0,0,0,0,72,1,1,1,0,0,1,1,1,1,2,1,1,107.5,7853.7001953125,0
0434-CSFON,0,0,1,0,47,1,1,1,0,0,1,0,1,1,0,1,2,100.5,4707.10009765625,0
1215-FIGMP,1,0,0,0,60,1,1,1,0,1,0,0,1,0,0,1,0,89.9000015258789,5450.7001953125,0
0526-SXDJP,1,0,1,0,72,0,0,0,1,1,1,0,0,0,2,0,0,42.099998474121094,2962.0,0
0557-ASKVU,0,0,1,1,18,1,0,0,0,0,1,1,0,0,1,1,1,54.400001525878906,957.0999755859375,0
5698-BQJOH,0,0,0,0,9,1,1,1,0,0,0,0,1,1,0,0,2,94.4000015258789,857.25,1
5122-CYFXA,0,0,0,0,3,1,0,0,0,1,0,1,1,1,0,1,2,75.30000305175781,244.10000610351562,0
8627-ZYGSZ,1,0,1,0,47,1,1,1,0,1,0,0,0,0,1,1,2,78.9000015258789,3650.35009765625,0
3410-YOQBQ,0,0,0,0,31,1,0,0,0,1,1,1,1,1,2,0,3,79.19999694824219,2497.199951171875,0
3170-NMYVV,0,0,1,1,50,1,0,2,0,0,0,0,0,1,2,0,0,20.149999618530273,930.9000244140625,0
7410-OIEDU,1,0,0,0,10,1,0,1,1,0,1,0,0,0,0,1,3,79.8499984741211,887.3499755859375,0
2273-QCKXA,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,49.04999923706055,49.04999923706055,0
0731-EBJQB,0,0,1,1,52,1,0,2,0,0,0,0,0,1,1,1,2,20.399999618530273,1090.6500244140625,0
1891-QRQSA,1,1,1,1,64,1,1,1,1,0,1,1,1,1,2,1,0,111.5999984741211,7099.0,0
8028-PNXHQ,1,0,1,1,62,1,1,2,0,0,0,0,0,1,2,1,0,24.25,1424.5999755859375,0
5630-AHZIL,0,0,0,1,3,1,0,0,1,0,0,1,0,1,0,1,0,64.5,177.39999389648438,0
2673-CXQEU,0,1,0,0,56,1,1,1,1,1,1,0,1,1,1,0,2,110.5,6139.5,0
6416-JNVRK,0,0,0,0,46,1,0,0,0,0,0,0,0,1,1,0,1,55.650001525878906,2688.85009765625,0
5590-ZSKRV,0,0,1,1,8,1,0,0,1,1,0,0,0,0,0,0,3,54.650001525878906,482.25,0
0191-ZHSKZ,1,1,0,0,30,1,0,0,1,1,0,0,1,1,0,1,2,74.75,2111.300048828125,0
3887-PBQAO,0,0,1,1,45,1,1,2,0,0,0,0,0,1,1,1,1,25.899999618530273,1216.5999755859375,0
5919-TMRGD,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,2,79.3499984741211,79.3499984741211,1
8108-UXRQN,0,0,1,1,11,0,0,0,1,0,0,0,1,1,0,0,2,50.54999923706055,565.3499755859375,0
9191-MYQKX,0,0,1,0,7,1,0,1,0,0,1,0,0,0,0,1,0,75.1500015258789,496.8999938964844,1
9919-YLNNG,0,0,0,0,42,1,0,1,0,1,1,1,1,1,0,1,0,103.80000305175781,4327.5,0
0318-ZOPWS,0,0,1,0,49,1,0,2,0,0,0,0,0,1,2,1,0,20.149999618530273,973.3499755859375,0
4445-ZJNMU,1,0,0,0,9,1,1,1,0,1,0,0,1,1,0,1,1,99.30000305175781,918.75,0
4808-YNLEU,0,0,1,0,35,1,0,0,1,0,0,0,1,0,1,1,0,62.150001525878906,2215.449951171875,0
1862-QRWPE,0,0,1,1,48,1,0,2,0,0,0,0,0,1,2,0,0,20.649999618530273,1057.0,0
2796-NNUFI,0,0,1,1,46,1,0,2,0,0,0,0,0,1,2,1,3,19.950000762939453,927.0999755859375,0
3016-KSVCP,1,0,1,0,29,0,0,0,0,0,0,0,1,0,0,0,3,33.75,1009.25,0
4767-HZZHQ,1,0,1,1,30,1,0,1,0,1,1,0,0,0,0,0,0,82.05000305175781,2570.199951171875,0
2424-WVHPL,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2,74.69999694824219,74.69999694824219,0
7233-PAHHL,1,0,1,1,66,1,1,0,1,0,1,1,1,1,2,1,3,84.0,5714.25,0
6067-NGCEU,0,0,0,0,65,1,1,1,1,1,1,0,1,1,0,1,1,111.05000305175781,7107.0,0
9848-JQJTX,1,0,0,0,72,1,1,1,0,1,1,0,1,1,2,1,0,100.9000015258789,7459.0498046875,0
8637-XJIVR,0,0,0,0,12,1,1,1,1,0,0,0,0,0,0,1,2,78.94999694824219,927.3499755859375,1
9803-FTJCG,1,0,1,1,71,1,1,0,1,1,0,1,0,0,1,1,1,66.8499984741211,4748.7001953125,0
0278-YXOOG,1,0,0,0,5,1,0,2,0,0,0,0,0,1,0,0,3,21.049999237060547,113.8499984741211,1
3212-KXOCR,1,0,0,0,52,1,0,2,0,0,0,0,0,1,2,0,0,21.0,1107.199951171875,0
4598-XLKNJ,0,1,1,0,25,1,0,1,0,1,1,0,1,1,0,1,2,98.5,2514.5,1
6380-ARCEH,1,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,3,20.200000762939453,20.200000762939453,0
3679-XASPY,0,0,1,1,1,1,0,2,0,0,0,0,0,1,0,0,2,19.450000762939453,19.450000762939453,0
7123-WQUHX,1,0,0,0,38,1,1,1,0,0,1,1,1,0,1,0,0,95.0,3605.60009765625,0
5386-THSLQ,0,1,1,0,66,0,0,0,0,1,1,0,1,0,1,0,0,45.54999923706055,3027.25,0
3192-NQECA,1,0,1,0,68,1,1,1,0,1,1,1,1,1,2,1,0,110.0,7611.85009765625,1
6180-YBIQI,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,24.299999237060547,100.19999694824219,0
6728-DKUCO,0,0,1,1,72,1,1,1,1,1,0,0,1,1,1,1,2,104.1500015258789,7303.0498046875,0
9750-BOOHV,0,0,0,0,32,0,0,0,1,0,0,0,0,0,1,0,3,30.149999618530273,927.6500244140625,0
8597-CWYHH,1,0,0,0,43,1,1,1,0,0,0,0,1,1,1,0,3,94.3499984741211,3921.300048828125,0
2848-YXSMW,1,0,1,1,72,1,0,2,0,0,0,0,0,1,2,0,1,19.399999618530273,1363.25,0
0486-HECZI,1,0,1,0,55,1,1,1,1,1,0,0,1,0,0,1,2,96.75,5238.89990234375,1
4549-ZDQYY,0,0,0,0,52,1,0,0,1,0,1,1,0,0,1,0,1,57.95000076293945,3042.25,0
5712-AHQNN,0,0,0,0,43,1,0,1,0,1,1,0,1,0,0,1,2,91.6500015258789,3954.10009765625,0
4846-WHAFZ,0,1,1,0,37,1,1,1,0,0,0,0,0,0,0,1,2,76.5,2868.14990234375,1
5256-SKJGO,0,0,1,1,64,0,0,0,0,1,0,1,1,1,2,1,2,54.599998474121094,3423.5,0
3071-VBYPO,1,0,1,1,3,1,0,1,1,1,0,0,1,0,0,0,2,89.8499984741211,248.39999389648438,0
9560-BBZXK,0,0,0,0,36,0,0,0,1,0,0,0,0,0,2,0,0,31.049999237060547,1126.3499755859375,0
5299-RULOA,0,0,1,1,10,1,1,1,1,0,0,0,1,1,0,1,2,100.25,1064.6500244140625,1
8402-OOOHJ,0,0,0,0,41,1,0,2,0,0,0,0,0,1,2,0,3,20.649999618530273,835.1500244140625,0
9445-ZUEQE,1,0,1,1,27,1,1,1,0,1,0,1,0,0,0,1,1,85.19999694824219,2151.60009765625,0
1091-SOZGA,0,0,1,1,56,1,1,1,0,0,1,0,1,1,1,1,1,99.80000305175781,5515.4501953125,0
2928-HLDBA,0,0,0,0,6,1,0,2,0,0,0,0,0,1,0,0,3,20.700000762939453,112.75,0
0404-SWRVG,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,2,74.4000015258789,229.5500030517578,1
6497-TILVL,0,0,1,1,7,1,0,0,1,0,0,0,0,0,0,0,3,50.70000076293945,350.3500061035156,0
7219-TLZHO,0,0,1,1,4,1,0,2,0,0,0,0,0,1,0,0,3,20.850000381469727,62.900001525878906,0
4622-YNKIJ,1,0,0,0,33,1,0,1,1,0,0,1,1,0,2,1,2,88.94999694824219,3027.64990234375,0
4412-YLTKF,0,1,0,0,27,1,1,1,0,0,1,0,0,0,0,1,2,78.05000305175781,2135.5,1
6734-PSBAW,1,0,1,0,72,1,1,2,0,0,0,0,0,1,2,1,0,23.549999237060547,1723.949951171875,0
3930-ZGWVE,1,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,3,19.75,19.75,0
2639-UGMAZ,1,1,0,0,71,0,0,0,1,1,0,0,1,1,1,1,2,56.45000076293945,3985.35009765625,0
2876-GZYZC,0,0,0,0,13,1,1,1,0,0,0,0,0,1,0,1,2,85.94999694824219,1215.6500244140625,0
6207-WIOLX,0,0,1,1,25,0,0,0,1,1,1,0,1,1,0,1,1,58.599998474121094,1502.6500244140625,1
8587-XYZSF,1,0,0,0,67,1,0,0,0,0,0,1,0,0,2,0,0,50.54999923706055,3260.10009765625,0
3091-FYHKI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,35.45000076293945,35.45000076293945,1
2372-HWUHI,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.349998474121094,81.25,1
7799-LGRDP,0,0,0,0,43,1,1,2,0,0,0,0,0,1,2,1,1,25.700000762939453,1188.199951171875,0
7850-VWJUU,0,0,0,0,23,1,0,1,1,0,0,0,0,0,0,1,0,75.0,1778.5,0
3774-VBNXY,0,0,1,1,64,1,0,2,0,0,0,0,0,1,2,0,3,20.200000762939453,1277.75,0
6217-KDYWC,1,0,0,1,57,1,0,2,0,0,0,0,0,1,2,1,3,19.600000381469727,1170.550048828125,0
0390-DCFDQ,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.44999694824219,70.44999694824219,1
3146-MSEGF,0,1,1,1,72,1,1,0,1,1,1,1,1,1,2,1,1,88.05000305175781,6425.64990234375,0
4080-OGPJL,0,0,0,0,8,1,1,0,1,0,0,1,0,1,0,0,2,71.1500015258789,563.6500244140625,1
1095-WGNGG,0,0,1,0,61,1,1,1,0,1,0,0,1,1,2,1,0,101.05000305175781,5971.25,0
2636-SJDOU,1,0,0,0,64,1,1,1,1,1,0,0,0,0,1,1,1,84.30000305175781,5289.0498046875,0
1131-QQZEB,1,1,1,0,71,1,1,2,0,0,0,0,0,1,2,0,0,23.950000762939453,1756.199951171875,0
5716-EZXZN,0,0,1,1,65,1,1,1,1,1,0,1,1,0,2,1,1,99.05000305175781,6416.7001953125,0
6837-BJYDQ,1,0,0,0,3,1,0,2,0,0,0,0,0,1,1,0,3,19.600000381469727,61.349998474121094,0
2135-RXIHG,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.650001525878906,45.650001525878906,1
6440-DKQGE,1,0,0,1,30,1,0,0,0,1,1,0,1,0,1,0,1,64.5,1929.949951171875,0
3466-BYAVD,1,0,1,1,15,1,0,0,0,1,1,1,0,1,0,1,3,69.5,1071.4000244140625,0
3780-YVMFA,0,0,1,1,8,1,0,0,0,0,0,1,1,1,0,1,2,68.55000305175781,564.3499755859375,0
3874-EQOEP,1,0,0,0,7,1,1,1,0,0,0,0,1,1,0,0,3,95.0,655.5,1
1679-JRFBR,0,0,1,1,70,1,1,1,1,1,1,0,1,1,1,1,1,108.1500015258789,7930.5498046875,0
9073-ZZIAY,1,0,1,1,62,1,0,0,1,1,1,1,1,1,2,0,2,86.0999984741211,5215.25,0
3077-RSNTJ,0,0,1,1,6,1,0,2,0,0,0,0,0,1,0,0,3,19.700000762939453,113.5,0
6551-GNYDG,0,0,1,1,14,1,0,1,0,0,0,0,0,1,0,1,0,80.9000015258789,1152.800048828125,0
9167-APMXZ,0,0,0,0,22,1,1,1,0,0,0,0,1,0,0,1,0,84.1500015258789,1821.949951171875,0
2749-CTKAJ,1,0,1,1,22,1,0,2,0,0,0,0,0,1,1,0,3,20.149999618530273,419.8999938964844,0
6371-NZYEG,1,0,1,1,16,1,0,0,1,0,1,0,1,0,2,0,3,64.25,1024.0,0
7554-NEWDD,1,0,0,0,10,1,1,2,0,0,0,0,0,1,2,0,0,25.700000762939453,251.60000610351562,0
8992-VONJD,0,0,0,1,13,1,0,0,1,1,0,0,0,0,0,1,2,56.0,764.5499877929688,0
0867-MKZVY,0,0,1,0,20,1,1,1,1,0,0,0,0,0,0,0,2,82.4000015258789,1592.3499755859375,1
4482-EWFMI,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.69999694824219,135.1999969482422,0
4648-YPBTM,1,0,0,0,53,1,1,0,0,1,1,1,0,1,2,1,0,73.9000015258789,3958.25,0
2907-ILJBN,0,0,1,1,11,1,0,2,0,0,0,0,0,1,1,0,3,20.600000381469727,233.89999389648438,0
6345-FZOQH,1,0,1,0,69,1,0,2,0,0,0,0,0,1,2,0,3,19.899999618530273,1363.449951171875,0
3376-BMGFE,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,70.9000015258789,273.0,1
5997-OPVFA,1,0,1,0,72,1,1,0,1,1,1,1,1,1,2,1,0,89.05000305175781,6254.4501953125,0
3445-HXXGF,1,1,1,0,58,0,0,0,0,1,1,0,0,1,0,1,2,45.29999923706055,2651.199951171875,1
1159-WFSGR,0,0,1,1,16,1,0,2,0,0,0,0,0,1,0,0,2,20.399999618530273,321.3999938964844,0
7654-YWJUF,1,0,1,0,43,1,0,1,1,0,1,1,0,0,1,1,0,84.25,3539.25,0
1875-QIVME,0,0,1,0,2,1,1,1,0,0,1,1,1,1,0,1,2,104.4000015258789,242.8000030517578,1
6727-IOTLZ,1,0,1,0,14,1,0,0,0,1,1,1,1,1,2,0,3,81.94999694824219,1181.75,0
0691-JVSYA,0,0,1,0,53,1,0,1,0,0,1,0,1,1,1,1,0,94.8499984741211,5000.2001953125,1
5918-VUKWP,0,0,0,0,32,1,0,2,0,0,0,0,0,1,1,0,0,20.549999237060547,654.5499877929688,0
1744-JHKYS,0,0,1,0,34,1,1,2,0,0,0,0,0,1,0,0,2,24.700000762939453,780.2000122070312,0
2656-FMOKZ,0,1,0,0,15,1,1,1,0,0,0,0,0,0,0,1,3,74.44999694824219,1145.699951171875,1
2070-FNEXE,0,1,0,0,7,1,0,1,1,0,0,0,0,0,0,0,0,76.44999694824219,503.6000061035156,1
5947-SGKCL,0,0,1,1,15,1,1,1,0,1,1,0,1,1,0,1,0,105.3499984741211,1559.25,0
3712-PKXZA,1,0,1,0,61,1,0,2,0,0,0,0,0,1,1,1,1,20.549999237060547,1252.0,0
6317-YPKDH,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,29.950000762939453,29.950000762939453,1
6582-OIVSP,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.29999923706055,45.29999923706055,0
9367-WXLCH,1,0,0,0,8,1,1,1,0,0,0,0,0,1,0,0,0,84.5,662.6500244140625,1
5524-KHNJP,1,0,1,1,33,1,0,0,1,0,1,0,1,1,1,0,1,74.75,2453.300048828125,0
1918-ZBFQJ,0,0,0,0,13,1,0,1,0,1,1,0,0,0,0,1,2,79.25,1111.6500244140625,1
1024-GUALD,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,24.799999237060547,24.799999237060547,1
4827-USJHP,1,0,0,0,20,1,0,0,0,1,0,0,0,0,0,1,3,51.79999923706055,1023.8499755859375,0
8167-GJLRN,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,30.399999618530273,82.1500015258789,0
0956-SYCWG,0,0,0,0,13,1,0,2,0,0,0,0,0,1,1,0,2,19.649999618530273,244.8000030517578,0
8017-UVSZU,0,0,1,0,40,1,1,0,0,1,0,0,0,0,0,0,1,56.599998474121094,2379.10009765625,0
7100-FQPRV,1,0,1,1,43,1,1,0,1,0,0,1,0,1,1,1,1,71.9000015258789,3173.35009765625,0
2472-OVKUP,1,0,1,0,6,1,0,1,0,1,1,0,0,1,0,1,2,91.0,531.0,1
2984-RGEYA,0,0,1,1,69,1,0,2,0,0,0,0,0,1,2,0,0,19.75,1375.4000244140625,0
9680-NIAUV,0,0,1,1,72,1,1,1,1,1,1,0,1,1,2,0,1,109.69999694824219,8129.2998046875,0
2146-EGVDT,1,0,1,1,59,1,0,2,0,0,0,0,0,1,2,0,1,19.299999237060547,1192.699951171875,0
2604-IJPDU,0,0,1,0,20,1,0,1,1,1,0,1,1,0,0,1,2,96.55000305175781,1901.6500244140625,0
9178-JHUVJ,1,0,1,1,24,1,1,2,0,0,0,0,0,1,2,1,0,24.100000381469727,587.4000244140625,0
6168-YBYNP,1,0,0,0,59,1,1,1,0,1,1,1,1,1,0,1,2,111.3499984741211,6519.75,0
7255-SSFBC,1,0,1,1,72,1,1,1,0,1,1,1,1,1,2,1,0,112.25,8041.64990234375,0
3645-DEYGF,1,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,3,20.75,20.75,0
9323-HGFWY,0,0,1,0,27,1,0,1,1,0,0,1,1,1,1,1,1,101.9000015258789,2681.14990234375,0
8544-GOQSH,0,0,0,0,14,1,0,1,0,1,0,1,0,0,0,1,1,80.05000305175781,1112.300048828125,0
3363-DTIVD,1,0,1,1,71,1,1,1,1,0,1,0,1,1,2,0,2,105.55000305175781,7405.5,0
7018-WBJNK,1,0,0,1,13,1,0,1,0,0,0,0,1,0,0,1,1,78.30000305175781,1033.949951171875,0
9142-KZXOP,1,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,1,68.8499984741211,2958.949951171875,0
7674-YTAFD,0,0,0,0,33,1,0,1,0,1,0,1,0,0,1,1,0,79.94999694824219,2684.85009765625,0
6348-SNFUS,1,0,1,1,72,0,0,0,1,1,1,1,0,1,2,1,1,55.45000076293945,4179.2001953125,0
1285-OKIPP,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,2,79.9000015258789,79.9000015258789,1
7825-ECJRF,0,0,0,0,19,1,0,1,1,0,1,1,1,1,0,1,2,106.5999984741211,1934.449951171875,1
1347-KTTTA,1,0,1,0,64,1,0,1,0,1,1,1,1,1,1,1,1,102.44999694824219,6654.10009765625,0
7841-TZDMQ,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,46.0,84.5,1
4195-NZGTA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,25.25,25.25,0
7157-SMCFK,1,0,0,1,61,1,0,2,0,0,0,0,0,1,2,0,3,19.75,1124.199951171875,0
4709-LKHYG,0,0,1,1,29,1,0,2,0,0,0,0,0,1,1,0,2,20.0,540.0499877929688,0
2504-DSHIH,1,1,1,0,23,1,1,1,0,0,0,0,0,1,0,0,2,86.80000305175781,1975.8499755859375,0
0699-NDKJM,0,0,1,0,57,0,0,0,1,1,1,0,1,1,0,1,0,58.75,3437.449951171875,0
9286-BHDQG,1,0,1,1,72,0,0,0,1,1,1,1,0,0,2,0,1,45.25,3139.800048828125,0
0230-WEQUW,1,0,1,0,66,0,0,0,1,1,1,1,1,0,2,1,0,56.599998474121094,3789.199951171875,0
2040-LDIWQ,1,0,1,1,65,1,1,0,0,1,1,1,1,1,2,1,0,84.19999694824219,5324.5,0
6496-JDSSB,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,1,0,80.0,624.5999755859375,0
9408-SSNVZ,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.1500015258789,268.3500061035156,1
4443-EMBNA,0,0,1,0,71,1,1,2,0,0,0,0,0,1,2,0,0,24.75,1836.9000244140625,0
6469-MRVET,1,0,1,1,1,1,0,2,0,0,0,0,0,1,1,1,2,20.200000762939453,20.200000762939453,0
0742-MOABM,1,0,1,0,4,1,0,0,0,0,0,1,0,0,0,0,3,50.04999923706055,179.35000610351562,1
5961-VUSRV,0,0,0,0,12,1,0,2,0,0,0,0,0,1,1,1,0,19.350000381469727,219.35000610351562,0
6778-JFCMK,1,0,0,0,24,0,0,0,1,0,0,0,1,1,1,1,3,50.599998474121094,1288.75,0
6341-JVQGF,0,0,1,1,31,1,0,0,1,0,1,1,1,1,1,1,3,81.1500015258789,2545.75,0
2232-DMLXU,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,3,55.20000076293945,55.20000076293945,1
4811-JBUVU,1,0,0,0,30,1,1,1,0,0,0,1,0,1,0,1,1,89.9000015258789,2723.14990234375,0
0945-TSONX,0,0,1,1,47,1,1,0,1,1,0,1,1,1,2,1,1,85.30000305175781,4107.25,0
